estimate,se,geoid,layer,topic
43.35868158775031,5.15740196204241,1753377,place,sidewalk
86.05380343799695,3.9703408536898013,1753481,place,sidewalk
30.8063078690746,1.7313082219493623,1753663,place,sidewalk
55.147469295553904,9.275567105037979,1753871,place,sidewalk
34.860592372354034,3.5329387350346444,1754144,place,sidewalk
58.729383869210935,10.987619373298454,1754638,place,sidewalk
61.75681171386355,6.517628416972577,1754820,place,sidewalk
83.48717301640929,4.04454804117588,1754885,place,sidewalk
7.877291146499043,2.9906405560931684,1755938,place,sidewalk
8.595607194431102,0.4292146034691579,1756627,place,sidewalk
75.74697685013842,3.782363234767551,1756640,place,sidewalk
74.00930366575312,5.291037815784904,1757225,place,sidewalk
56.586650862929645,8.350077840159724,1757381,place,sidewalk
36.880984790660094,5.611966593287955,1757394,place,sidewalk
10.27182594244248,1.5630044687866924,1757407,place,sidewalk
62.50399082361421,9.50552691167851,1757732,place,sidewalk
71.02405290763802,7.538084508177873,1757875,place,sidewalk
5.307073521881814,1.4090198812602546,1759572,place,sidewalk
16.195457989265243,4.299869259187953,1761314,place,sidewalk
49.23353355217421,11.426433190980564,1762016,place,sidewalk
69.5503927625565,9.936932514285218,1763706,place,sidewalk
39.42119613099221,12.521885083019063,1764278,place,sidewalk
82.63932448148542,8.943682928299687,1764304,place,sidewalk
29.674988913029427,4.2702962413138454,1764343,place,sidewalk
23.36197987426806,4.333971179687748,1764421,place,sidewalk
13.9976961013826,3.7163668483894927,1764616,place,sidewalk
73.31874104984206,8.50246409427109,1765338,place,sidewalk
17.44396978008833,2.7572511785756157,1765806,place,sidewalk
20.358724238980624,2.1722435457467166,1765819,place,sidewalk
16.08824000670191,6.215845080729877,1767769,place,sidewalk
78.78253516873282,4.720830936868487,1768003,place,sidewalk
60.654331124486106,6.4717208092281835,1768081,place,sidewalk
78.07754367726783,6.267709709272014,1770122,place,sidewalk
6.094559825026395,0.5032738330106576,1770564,place,sidewalk
13.18967540455987,2.803588515981628,1770629,place,sidewalk
81.86329266634868,7.306571453303987,1770850,place,sidewalk
6.349881854021421,2.4107543882615654,1772520,place,sidewalk
15.902533164987622,1.4216251061548943,1772676,place,sidewalk
18.43187555858364,3.1001621796838377,1772923,place,sidewalk
79.42872911275536,5.803610450827391,1773157,place,sidewalk
61.51668754796175,10.977338541847045,1773638,place,sidewalk
4.345464599771693,1.678911723390799,1775185,place,sidewalk
74.77711018296598,6.571680387205987,1775484,place,sidewalk
72.65728736051035,9.968684474983915,1780047,place,sidewalk
83.16485295725845,5.480170364919892,1780242,place,sidewalk
86.30498556836257,4.802212873153453,1781087,place,sidewalk
12.013407149736016,1.8280108293897466,1782049,place,sidewalk
93.74741323700118,2.714612869795035,1782075,place,sidewalk
100,NA,1782530,place,sidewalk
45.88144809437878,10.55207252170195,1783518,place,sidewalk
41.632173904,5.8633607744,14,neighborhood,sidewalk
36.991649152,9.6388466805,18,neighborhood,sidewalk
49.27048095399999,6.0461578313999995,2,neighborhood,sidewalk
38.604532440999996,7.667046791000001,43,neighborhood,sidewalk
56.764618338000005,10.1799165,45,neighborhood,sidewalk
63.186763248000005,7.6166267186,47,neighborhood,sidewalk
